 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.076  470.003  488.404  541.351  547.738  562.432
    0.113  470.007  490.371  541.560  547.734  561.941
    0.151  470.011  492.754  544.695  550.941  565.392
    0.189  470.015  495.409  549.248  555.694  570.728
    0.227  470.020  498.038  553.938  560.602  576.270
    0.264  470.024  500.496  558.248  565.104  581.347
    0.302  470.029  502.776  562.138  569.160  585.907
    0.340  470.033  504.734  565.214  572.348  589.452
    0.378  470.038  506.331  567.403  574.592  591.892
    0.415  470.043  507.671  569.011  576.220  593.617
    0.453  470.047  508.476  569.330  576.481  593.743
    0.491  470.052  508.937  568.892  575.940  592.941
    0.529  470.057  509.006  567.596  574.493  591.088
    0.566  470.061  508.618  565.298  571.985  588.009
    0.604  470.065  507.854  562.223  568.655  583.988
    0.642  470.070  506.937  558.919  565.089  579.708
    0.680  470.074  505.840  555.319  561.211  575.086
    0.717  470.077  504.926  552.274  557.930  571.174
    0.755  470.081  505.125  551.931  557.523  570.612
    0.793  470.084  498.698  536.298  540.859  551.239
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.40   86.496  470.000  470.086  509.006  576.481
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.922  498.830  504.356  510.637
    0.076  470.007  505.387  579.514  598.316  622.136
    0.113  470.015  509.171  580.836  599.004  622.050
    0.151  470.023  513.753  586.471  604.858  628.341
    0.189  470.032  518.859  594.233  613.223  637.706
    0.227  470.040  523.914  602.175  621.820  647.393
    0.264  470.049  528.642  609.494  629.722  656.285
    0.302  470.059  533.026  616.133  636.863  664.298
    0.340  470.068  536.792  621.465  642.534  670.595
    0.378  470.078  539.863  625.364  646.604  675.018
    0.415  470.088  542.440  628.316  649.621  678.219
    0.453  470.097  543.989  629.185  650.313  678.700
    0.491  470.107  544.876  628.813  649.633  677.591
    0.529  470.116  545.010  627.036  647.399  674.683
    0.566  470.126  544.264  623.616  643.346  669.673
    0.604  470.134  542.796  618.912  637.878  663.041
    0.642  470.143  541.033  613.808  631.983  655.950
    0.680  470.151  538.924  608.194  625.539  648.254
    0.717  470.159  537.168  603.455  620.090  641.748
    0.755  470.166  537.550  603.078  619.525  640.929
    0.793  470.173  525.192  577.832  591.203  608.066
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.40   69.197  470.000  470.176  545.010  650.313
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.129  489.095  490.997  494.966
    0.076  470.003  488.443  541.505  547.904  562.633
    0.113  470.007  490.415  541.714  547.901  562.140
    0.151  470.011  492.803  544.856  551.115  565.599
    0.189  470.015  495.464  549.418  555.878  570.946
    0.227  470.020  498.098  554.119  560.796  576.501
    0.264  470.024  500.562  558.438  565.308  581.588
    0.302  470.029  502.847  562.336  569.372  586.158
    0.340  470.033  504.809  565.420  572.567  589.711
    0.378  470.038  506.409  567.613  574.816  592.156
    0.415  470.043  507.752  569.224  576.448  593.885
    0.453  470.048  508.559  569.544  576.709  594.011
    0.491  470.052  509.021  569.105  576.167  593.207
    0.529  470.057  509.090  567.807  574.717  591.351
    0.566  470.061  508.701  565.504  572.203  588.265
    0.604  470.066  507.936  562.422  568.867  584.235
    0.642  470.070  507.017  559.111  565.292  579.946
    0.680  470.074  505.917  555.502  561.407  575.313
    0.717  470.077  505.002  552.452  558.118  571.393
    0.755  470.081  505.201  552.107  557.711  570.829
    0.793  470.084  498.759  536.441  541.011  551.414
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.50   86.496  470.000  470.086  509.090  576.709
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.939  498.892  504.430  510.725
    0.076  470.007  505.464  579.750  598.591  622.466
    0.113  470.015  509.255  581.075  599.280  622.380
    0.151  470.023  513.847  586.722  605.146  628.684
    0.189  470.032  518.964  594.501  613.529  638.070
    0.227  470.040  524.031  602.460  622.145  647.778
    0.264  470.049  528.768  609.795  630.064  656.689
    0.302  470.059  533.162  616.448  637.219  664.721
    0.340  470.068  536.936  621.791  642.903  671.031
    0.378  470.078  540.013  625.699  646.981  675.464
    0.415  470.088  542.596  628.657  650.005  678.672
    0.453  470.098  544.149  629.528  650.699  679.154
    0.491  470.107  545.037  629.155  650.017  678.042
    0.529  470.117  545.172  627.375  647.778  675.127
    0.566  470.126  544.424  623.948  643.717  670.106
    0.604  470.135  542.953  619.233  638.237  663.461
    0.642  470.143  541.186  614.118  632.330  656.353
    0.680  470.151  539.073  608.492  625.872  648.641
    0.717  470.159  537.312  603.742  620.411  642.121
    0.755  470.167  537.696  603.365  619.845  641.299
    0.793  470.173  525.311  578.064  591.463  608.365
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.50   69.197  470.000  470.176  545.172  650.699
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.138  489.136  491.042  495.020
    0.076  470.003  488.483  541.659  548.071  562.833
    0.113  470.007  490.459  541.869  548.067  562.339
    0.151  470.011  492.852  545.017  551.288  565.806
    0.189  470.015  495.518  549.589  556.061  571.164
    0.227  470.020  498.159  554.300  560.990  576.731
    0.264  470.024  500.628  558.628  565.512  581.829
    0.302  470.029  502.917  562.535  569.584  586.409
    0.340  470.033  504.883  565.625  572.786  589.969
    0.378  470.038  506.487  567.823  575.040  592.421
    0.415  470.043  507.833  569.438  576.675  594.153
    0.453  470.048  508.642  569.758  576.937  594.280
    0.491  470.052  509.105  569.318  576.394  593.473
    0.529  470.057  509.175  568.017  574.940  591.613
    0.566  470.061  508.785  565.709  572.422  588.520
    0.604  470.066  508.017  562.620  569.078  584.482
    0.642  470.070  507.096  559.302  565.496  580.184
    0.680  470.074  505.995  555.686  561.602  575.541
    0.717  470.078  505.077  552.629  558.307  571.612
    0.755  470.081  505.276  552.284  557.899  571.047
    0.793  470.085  498.821  536.584  541.163  551.590
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.60   86.496  470.000  470.086  509.175  576.937
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.956  498.954  504.504  510.812
    0.076  470.007  505.540  579.986  598.865  622.796
    0.113  470.015  509.340  581.313  599.556  622.710
    0.151  470.023  513.942  586.973  605.435  629.028
    0.189  470.032  519.070  594.769  613.836  638.435
    0.227  470.040  524.147  602.745  622.469  648.163
    0.264  470.050  528.895  610.096  630.405  657.094
    0.302  470.059  533.298  616.763  637.576  665.143
    0.340  470.068  537.079  622.117  643.272  671.467
    0.378  470.078  540.164  626.034  647.359  675.910
    0.415  470.088  542.753  628.999  650.389  679.124
    0.453  470.098  544.308  629.871  651.084  679.608
    0.491  470.107  545.198  629.497  650.401  678.493
    0.529  470.117  545.334  627.713  648.157  675.572
    0.566  470.126  544.584  624.279  644.088  670.540
    0.604  470.135  543.110  619.554  638.596  663.880
    0.642  470.143  541.339  614.428  632.677  656.757
    0.680  470.152  539.221  608.790  626.205  649.028
    0.717  470.159  537.457  604.030  620.732  642.493
    0.755  470.167  537.841  603.652  620.165  641.670
    0.793  470.174  525.430  578.297  591.722  608.664
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.60   69.197  470.000  470.177  545.334  651.084
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.146  489.177  491.087  495.074
    0.076  470.003  488.523  541.812  548.238  563.033
    0.113  470.007  490.503  542.023  548.234  562.538
    0.151  470.011  492.901  545.178  551.462  566.012
    0.189  470.015  495.573  549.760  556.245  571.382
    0.227  470.020  498.219  554.481  561.184  576.961
    0.264  470.024  500.693  558.818  565.715  582.071
    0.302  470.029  502.988  562.734  569.797  586.660
    0.340  470.033  504.958  565.830  573.006  590.228
    0.378  470.038  506.566  568.033  575.264  592.685
    0.415  470.043  507.914  569.651  576.903  594.421
    0.453  470.048  508.725  569.972  577.165  594.548
    0.491  470.052  509.189  569.531  576.621  593.740
    0.529  470.057  509.259  568.227  575.164  591.875
    0.566  470.062  508.868  565.915  572.640  588.776
    0.604  470.066  508.099  562.819  569.290  584.729
    0.642  470.070  507.176  559.494  565.700  580.421
    0.680  470.074  506.072  555.870  561.798  575.769
    0.717  470.078  505.152  552.806  558.495  571.831
    0.755  470.081  505.352  552.460  558.086  571.265
    0.793  470.085  498.883  536.727  541.315  551.766
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.70   86.496  470.000  470.086  509.259  577.165
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.973  499.016  504.578  510.900
    0.076  470.007  505.616  580.222  599.140  623.126
    0.113  470.015  509.424  581.552  599.832  623.040
    0.151  470.023  514.036  587.224  605.723  629.372
    0.189  470.032  519.175  595.036  614.142  638.799
    0.227  470.041  524.263  603.030  622.794  648.548
    0.264  470.050  529.021  610.396  630.746  657.499
    0.302  470.059  533.434  617.078  637.932  665.565
    0.340  470.069  537.223  622.444  643.641  671.903
    0.378  470.078  540.314  626.369  647.736  676.355
    0.415  470.088  542.909  629.340  650.773  679.577
    0.453  470.098  544.468  630.214  651.469  680.061
    0.491  470.108  545.360  629.839  650.785  678.944
    0.529  470.117  545.495  628.051  648.537  676.017
    0.566  470.126  544.744  624.610  644.458  670.974
    0.604  470.135  543.266  619.875  638.955  664.299
    0.642  470.144  541.492  614.737  633.023  657.161
    0.680  470.152  539.370  609.088  626.538  649.415
    0.717  470.160  537.602  604.318  621.053  642.866
    0.755  470.167  537.987  603.938  620.486  642.041
    0.793  470.174  525.549  578.529  591.982  608.963
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.70   69.197  470.000  470.177  545.495  651.469
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.155  489.218  491.133  495.128
    0.076  470.003  488.562  541.966  548.404  563.233
    0.113  470.007  490.547  542.177  548.401  562.737
    0.151  470.011  492.950  545.339  551.635  566.219
    0.189  470.015  495.628  549.931  556.429  571.601
    0.227  470.020  498.279  554.662  561.378  577.191
    0.264  470.024  500.759  559.009  565.919  582.312
    0.302  470.029  503.059  562.932  570.009  586.911
    0.340  470.033  505.033  566.035  573.225  590.487
    0.378  470.038  506.644  568.243  575.488  592.949
    0.415  470.043  507.996  569.864  577.130  594.689
    0.453  470.048  508.808  570.186  577.393  594.816
    0.491  470.053  509.272  569.744  576.848  594.006
    0.529  470.057  509.343  568.438  575.388  592.138
    0.566  470.062  508.951  566.120  572.859  589.032
    0.604  470.066  508.181  563.018  569.501  584.975
    0.642  470.070  507.255  559.686  565.904  580.659
    0.680  470.074  506.149  556.054  561.993  575.996
    0.717  470.078  505.227  552.984  558.684  572.050
